City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Saint-Joseph,RE,-21.3667,55.6167,84.2,65,20,19.57,few clouds
467,Natal,BR,-5.795,-35.2094,75.2,94,40,2.3,scattered clouds
468,Neryungri,RU,56.6709,124.6491,15.3,88,97,3.51,overcast clouds
469,Novyy Buh,UA,47.6931,32.5216,37.4,87,90,11.18,overcast clouds
470,Bolivar,US,37.6145,-93.4105,36.0,93,100,19.06,overcast clouds
471,Pestovo,RU,58.5938,35.8024,30.94,89,84,5.97,broken clouds
472,Kuruman,ZA,-27.4524,23.4325,80.33,42,0,16.02,clear sky
473,Montrose,US,38.4166,-108.2673,32.0,60,0,3.0,clear sky
474,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.4,88,22,10.58,few clouds
475,Akyab,MM,20.15,92.9,84.36,55,60,15.46,broken clouds
476,Kampong Cham,KH,11.9934,105.4635,98.69,30,80,1.68,broken clouds
477,Mabay,PH,6.0577,124.4666,91.4,52,75,8.05,broken clouds
478,Tautira,PF,-17.7333,-149.15,78.8,78,0,3.44,clear sky
479,Chuy,UY,-33.6971,-53.4616,62.04,87,34,9.8,scattered clouds
480,Loding,NO,67.3,14.75,28.4,64,0,11.5,clear sky
481,Tessalit,ML,20.1986,1.0114,80.22,15,0,8.25,clear sky
482,Warrnambool,AU,-38.3833,142.4833,62.58,77,0,11.36,clear sky
483,Belyy Yar,RU,53.6039,91.3903,23.0,54,0,2.24,clear sky
484,Te Anau,NZ,-45.4167,167.7167,48.2,87,0,3.36,clear sky
485,Tarakan,ID,3.3,117.6333,82.74,69,94,7.09,overcast clouds
486,Hobyo,SO,5.3505,48.5268,85.51,66,47,13.62,scattered clouds
487,Jibuti,DJ,11.5,42.5,86.0,62,20,10.36,few clouds
488,Thanh Hoa,VN,19.8,105.7667,80.13,72,12,11.48,few clouds
489,Garissa,KE,-0.4536,39.6401,89.89,46,91,7.31,overcast clouds
490,Koslan,RU,63.4564,48.8989,23.07,93,100,7.52,light snow
491,Milkovo,RU,54.7167,158.6167,25.18,90,100,6.55,overcast clouds
492,Hervey Bay,AU,-25.2986,152.8535,73.99,91,95,3.0,light rain
493,Koumra,TD,8.9126,17.5539,90.3,36,34,10.27,scattered clouds
494,Zhezkazgan,KZ,47.8043,67.7144,25.97,71,81,17.58,broken clouds
495,Puerto Ayacucho,VE,5.6639,-67.6236,72.77,88,26,3.24,scattered clouds
496,Contamana,PE,-7.3333,-75.0167,70.74,97,27,2.01,scattered clouds
497,Dutlwe,BW,-23.9833,23.9,82.83,42,0,11.34,clear sky
498,Sangar,RU,63.9242,127.4739,-14.48,93,29,6.26,scattered clouds
499,Christchurch,NZ,-43.5333,172.6333,55.0,71,0,8.05,clear sky
500,Altamont,US,42.2068,-121.7372,37.4,60,1,5.75,clear sky
501,Escarcega,MX,18.6089,-90.7454,71.64,85,0,4.76,clear sky
502,Ponta Delgada,PT,37.7333,-25.6667,57.2,77,75,9.22,broken clouds
503,Camana,PE,-16.6228,-72.7111,69.31,87,95,7.27,overcast clouds
504,Cidreira,BR,-30.1811,-50.2056,69.35,89,13,9.48,few clouds
505,Quezon,PH,7.7303,125.0989,84.4,67,62,5.21,broken clouds
506,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,72,20,16.11,few clouds
507,Inirida,CO,3.8653,-67.9239,70.32,98,100,1.99,heavy intensity rain
508,Sabya,SA,17.1495,42.6254,87.8,66,0,13.8,clear sky
509,Jucurutu,BR,-6.0339,-37.0203,76.5,82,13,2.84,few clouds
510,Gohad,IN,26.4261,78.4447,98.44,12,58,8.97,broken clouds
511,Hasaki,JP,35.7333,140.8333,55.99,66,20,10.36,few clouds
512,Zyryanka,RU,65.75,150.85,-1.89,82,51,10.42,broken clouds
513,Attingal,IN,8.6833,76.8333,91.4,58,20,5.75,haze
514,Sembe,CG,1.6481,14.5806,74.39,78,96,0.98,overcast clouds
515,Olinda,BR,-8.0089,-34.8553,75.2,78,75,3.44,broken clouds
516,Nipawin,CA,53.3668,-104.0009,23.0,93,1,6.91,clear sky
517,Medicine Hat,CA,50.0501,-110.6683,42.01,55,1,12.66,clear sky
518,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,70.48,98,100,0.69,overcast clouds
519,Peleduy,RU,59.6289,112.7406,24.03,85,100,7.23,overcast clouds
520,Tinyahuarco,PE,-10.75,-76.3,33.24,92,37,2.42,snow
521,Lanzhou,CN,36.0564,103.7922,62.01,22,37,7.81,scattered clouds
522,Galle,LK,6.0367,80.217,81.84,76,100,7.18,overcast clouds
523,Stornoway,GB,58.2093,-6.3865,46.99,100,75,6.91,fog
524,Tromso,NO,69.6496,18.957,26.01,74,75,2.3,broken clouds
525,Porto Velho,BR,-8.7619,-63.9039,73.4,94,75,1.7,light rain
526,Veraval,IN,20.9,70.3667,87.12,46,55,16.06,broken clouds
527,Ixtapa,MX,20.7,-105.2,63.0,84,0,2.91,clear sky
528,Fare,PF,-16.7,-151.0167,82.26,73,1,10.16,clear sky
529,Xai-Xai,MZ,-25.0519,33.6442,90.57,51,0,2.17,clear sky
530,Omboue,GA,-1.5746,9.2618,76.26,90,100,6.44,light rain
531,Camacha,PT,33.0833,-16.3333,59.0,82,20,21.85,few clouds
532,Port Hueneme,US,34.1478,-119.1951,48.2,87,1,5.44,clear sky
533,Mabaruma,GY,8.2,-59.7833,70.74,96,95,3.0,overcast clouds
534,Saint-Francois,FR,46.4154,3.9054,41.0,75,90,10.36,overcast clouds
535,Grand Forks,US,47.9417,-97.4337,19.4,79,1,8.05,clear sky
536,Raudeberg,NO,61.9875,5.1352,39.99,95,99,3.67,overcast clouds
537,Lock Haven,US,41.137,-77.4469,42.01,86,100,3.85,overcast clouds
538,Srikakulam,IN,18.3,83.9,90.99,40,74,15.64,broken clouds
539,Nabire,ID,-3.3667,135.4833,80.83,82,82,2.04,light rain
540,Nathdwara,IN,24.9333,73.8167,89.6,18,75,2.3,haze
541,Dicabisagan,PH,17.0818,122.4157,82.15,78,100,4.7,moderate rain
542,Inta,RU,66.0317,60.1659,25.0,94,100,7.29,overcast clouds
543,Langsa,ID,4.4683,97.9683,85.78,71,74,5.28,broken clouds
544,Tilichiki,RU,60.4667,166.1,6.03,94,100,8.88,overcast clouds
545,Abu Dhabi,AE,24.4667,54.3667,98.6,12,0,4.61,clear sky
546,Wamba,NG,8.9333,8.6,87.1,53,98,6.58,overcast clouds
547,Pilar,BR,-9.5972,-35.9567,71.6,88,0,3.44,clear sky
548,Ishigaki,JP,24.3448,124.1572,77.0,73,20,8.05,few clouds
549,Arawa,PG,-6.2132,155.5367,78.64,88,64,1.57,broken clouds
550,Kaeo,NZ,-35.1,173.7833,64.0,80,63,1.01,broken clouds
551,Fukuma,JP,33.7667,130.4667,63.0,67,0,9.22,clear sky
552,Oytal,KZ,42.9057,73.2697,46.85,66,0,12.91,clear sky
553,Faya,SA,18.3851,42.4509,77.0,15,0,4.61,clear sky
554,La Tuque,CA,47.4334,-72.7824,33.8,93,100,3.44,overcast clouds
555,Odweyne,SO,9.4092,45.064,84.24,33,64,6.2,broken clouds
556,The Valley,AI,18.217,-63.0578,75.2,64,40,20.09,scattered clouds
557,Alzamay,RU,55.5562,98.6644,26.37,75,100,6.6,overcast clouds
558,Svetlyy,RU,54.675,20.1347,33.8,86,75,2.24,broken clouds
559,Morogoro,TZ,-6.8167,37.6667,84.2,70,75,2.86,light rain
560,Lisakovsk,KZ,52.5369,62.4936,24.73,72,100,18.05,overcast clouds
561,Kahului,US,20.8947,-156.47,66.99,88,40,6.91,light rain
562,Miaray,PH,7.5747,125.0444,83.71,65,57,5.39,broken clouds
563,Suhbaatar,MN,50.2314,106.2078,27.77,65,94,11.54,overcast clouds
564,Necochea,AR,-38.5473,-58.7368,54.0,75,55,3.0,broken clouds
565,Brae,GB,60.3964,-1.353,46.4,93,90,14.97,mist
566,Nishihara,JP,26.1842,127.7558,75.2,73,75,9.22,broken clouds
567,Manyana,BW,-23.4,21.7167,82.42,43,13,8.86,few clouds
568,Cairns,AU,-16.9167,145.7667,82.4,69,44,6.91,scattered clouds
569,Oruro,BO,-17.9833,-67.15,42.73,77,25,6.06,scattered clouds
570,Sarahan,IN,31.5167,77.8,61.34,25,28,6.08,scattered clouds
571,Ventanas,EC,-1.45,-79.4667,74.37,95,100,0.74,moderate rain
572,Mantua,IT,45.1667,10.7833,46.99,65,76,7.0,broken clouds
573,Bonthe,SL,7.5264,-12.505,81.18,62,75,2.42,broken clouds
574,Ransang,PH,8.9603,117.5828,83.37,78,55,7.47,broken clouds
575,Yining,CN,29.0361,114.5636,63.14,92,89,3.89,overcast clouds
576,Poum,NC,-20.2333,164.0167,80.82,77,86,16.73,overcast clouds
577,Wick,GB,58.4333,-3.0833,48.2,93,75,27.63,broken clouds
578,Karlshamn,SE,56.1706,14.8619,37.99,93,75,4.61,broken clouds
579,San-Pedro,CI,4.7485,-6.6363,78.24,87,100,4.85,light rain
580,Esna,EG,25.2934,32.554,75.2,25,0,5.75,clear sky
581,Soe,ID,-9.8607,124.284,71.98,94,97,1.05,overcast clouds
582,Puerto Escondido,MX,15.85,-97.0667,74.37,71,0,4.7,clear sky
583,Helena,US,46.5927,-112.0361,35.6,55,1,4.61,clear sky
584,Sao Francisco De Assis,BR,-29.5503,-55.1311,58.35,92,48,5.97,scattered clouds
585,Port-Gentil,GA,-0.7193,8.7815,77.0,100,40,3.44,scattered clouds
586,Lucea,JM,18.451,-78.1736,73.4,68,20,3.44,few clouds
587,Odienne,CI,9.51,-7.5692,80.04,65,89,5.14,overcast clouds
588,Larsnes,NO,62.2028,5.5773,37.99,93,75,2.37,broken clouds
589,Hay River,CA,60.8156,-115.7999,33.8,55,70,8.05,broken clouds
590,Fukue,JP,32.6881,128.8419,64.4,68,40,3.44,scattered clouds
591,Miri,MY,4.4148,114.0089,86.0,79,40,8.05,light rain
592,Akdepe,TM,42.0551,59.3788,55.4,47,20,16.11,few clouds
593,Myaundzha,RU,63.0494,147.1858,-11.49,93,0,2.89,clear sky
594,Yantal,RU,56.8471,105.2542,23.07,82,100,5.7,overcast clouds
595,Ust-Tsilma,RU,65.441,52.1498,19.85,92,100,6.04,overcast clouds
596,Minsk,BY,53.9,27.5667,33.8,69,0,8.95,clear sky
597,Ulladulla,AU,-35.35,150.4667,64.99,100,75,8.05,broken clouds
598,Yuanli,TW,24.4397,120.6535,73.4,73,40,6.91,scattered clouds
599,Kalemie,CD,-5.9475,29.1947,81.39,67,35,1.01,light rain
600,Tambacounda,SN,13.7539,-13.7586,77.04,36,0,3.18,clear sky
601,Auchel,FR,50.5034,2.4735,44.01,91,100,13.35,overcast clouds
602,At-Bashi,KG,41.1702,75.8106,27.66,69,33,3.85,scattered clouds
603,Kiama,AU,-34.6833,150.8667,70.0,82,100,7.0,light rain
604,Madang,PG,-5.2246,145.7966,79.9,78,98,2.91,overcast clouds
605,Llanes,ES,43.4198,-4.7549,55.0,71,68,3.2,broken clouds
606,Agadir,MA,30.4202,-9.5982,60.8,82,90,3.44,overcast clouds
607,Tenenkou,ML,14.4572,-4.9169,86.14,8,55,13.49,broken clouds
608,Paraiso,CR,9.8383,-83.8656,68.0,77,0,8.05,clear sky
609,Bhongir,IN,17.5108,78.8889,96.8,21,9,3.44,clear sky
610,Sur,OM,22.5667,59.5289,88.79,32,0,7.9,clear sky
611,Progreso,MX,21.2833,-89.6667,75.0,83,1,9.22,clear sky
612,Beloha,MG,-25.1667,45.05,94.03,30,0,6.82,clear sky
613,Solnechnyy,RU,50.7214,136.6319,21.96,86,100,1.12,overcast clouds
614,Namibe,AO,-15.1961,12.1522,75.2,73,40,6.91,scattered clouds
615,Rio Grande,BR,-32.035,-52.0986,67.03,84,37,13.65,scattered clouds
616,Kandrian,PG,-6.2167,149.55,80.26,85,59,4.32,broken clouds
617,Moron,AR,-34.6534,-58.6198,53.01,95,0,1.99,clear sky
618,Ariquemes,BR,-9.9133,-63.0408,71.58,99,100,1.97,overcast clouds
619,Tuensang,IN,26.2833,94.8333,83.48,29,9,5.08,clear sky
620,Yurga,RU,55.7231,84.8861,20.71,87,100,8.86,overcast clouds
621,Sao Desiderio,BR,-12.3633,-44.9733,68.86,82,65,1.77,broken clouds
622,Mwene-Ditu,CD,-7.0,23.45,83.21,64,94,1.28,overcast clouds
623,Raga,SS,8.4596,25.678,88.11,43,100,5.23,overcast clouds
624,Cartagena,CO,10.3997,-75.5144,77.0,88,40,4.61,scattered clouds
625,Aksarka,RU,66.5606,67.7975,-1.62,91,100,3.89,overcast clouds
626,Chernushka,RU,56.5072,56.0766,27.77,93,100,14.32,light snow
627,Aleksandrov Gay,RU,50.147,48.5704,32.56,96,84,6.26,broken clouds
628,El Retorno,CO,2.3302,-72.6276,71.53,98,100,2.39,overcast clouds
629,Puerto Cabezas,NI,14.0351,-83.3888,75.47,90,34,6.85,scattered clouds
630,Shirvan,AZ,39.9509,48.8994,66.83,45,0,14.27,clear sky
631,Seoul,KR,37.5683,126.9778,64.4,41,75,10.36,broken clouds
632,Bandarbeyla,SO,9.4942,50.8122,81.9,66,16,12.48,few clouds
633,Santa Cruz De La Palma,ES,28.6835,-17.7642,64.4,72,20,16.11,few clouds
634,Aksu,CN,41.1231,80.2644,42.76,52,100,9.33,overcast clouds
635,Hailar,CN,49.2,119.7,26.06,59,100,1.66,overcast clouds
636,Tandil,AR,-37.3217,-59.1332,43.7,91,1,7.02,clear sky
637,North Battleford,CA,52.7834,-108.2847,37.4,52,1,11.5,clear sky
638,Maarianhamina,AX,60.0973,19.9348,35.6,87,75,11.5,broken clouds
639,Miles City,US,46.4083,-105.8406,26.6,63,1,5.75,clear sky
640,Shenzhen,CN,22.5455,114.0683,82.99,72,21,3.0,few clouds
641,Alexandria,EG,31.2156,29.9553,64.4,55,40,11.5,scattered clouds
642,Arrecife,ES,28.963,-13.5477,64.4,59,75,1.14,broken clouds
643,Kibala,TD,9.1104,18.3463,86.0,48,0,11.5,clear sky
644,Namatanai,PG,-3.6667,152.4333,80.85,76,21,6.53,few clouds
645,Bintulu,MY,3.1667,113.0333,82.4,83,40,8.01,scattered clouds
646,Aripuana,BR,-9.1667,-60.6333,70.66,99,100,2.24,light rain
647,Denizli,TR,37.8402,29.0698,41.0,65,40,5.75,scattered clouds
648,Marsa Matruh,EG,31.3525,27.2453,62.6,55,20,10.36,few clouds
649,Mackay,AU,-21.15,149.2,77.0,94,75,6.91,light rain
650,Balarampur,IN,23.1167,86.2167,98.73,9,100,10.42,overcast clouds
651,Tamandare,BR,-8.7597,-35.1047,76.73,83,35,4.16,scattered clouds
652,Santa Maria,BR,-29.6842,-53.8069,62.31,86,91,4.29,overcast clouds
653,San Cristobal,VE,7.7669,-72.225,64.76,92,46,0.72,scattered clouds
654,Ambovombe,MG,-25.1667,46.0833,88.16,48,0,7.02,clear sky
655,Clute,US,29.0247,-95.3988,55.4,50,1,17.27,clear sky
656,Adrar,MR,20.5022,-10.0711,75.99,11,0,8.19,clear sky
657,Churapcha,RU,62.0025,132.4325,4.5,92,100,6.96,overcast clouds
658,Capao Da Canoa,BR,-29.7456,-50.0097,70.14,84,13,11.23,few clouds
659,Havre-Saint-Pierre,CA,50.2334,-63.5986,17.6,86,75,10.36,broken clouds
660,Satipo,PE,-11.2522,-74.6386,66.63,96,42,2.21,scattered clouds
661,Portland,US,45.5234,-122.6762,44.01,70,1,2.24,clear sky
662,Tokur,RU,53.1333,132.9,12.79,91,99,4.05,overcast clouds
663,Xinzhou,CN,38.4092,112.7333,49.06,54,84,5.93,broken clouds
664,Fairbanks,US,64.8378,-147.7164,10.4,78,75,4.18,broken clouds
665,Acarau,BR,-2.8856,-40.12,76.75,86,83,5.26,broken clouds
666,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,65.48,77,94,8.61,overcast clouds
667,Hovin,NO,63.1055,10.225,37.0,91,100,1.99,snow
668,Jinchang,CN,38.4953,102.1739,50.72,13,20,10.27,few clouds
669,Collie,AU,-33.3667,116.15,86.0,43,0,5.01,clear sky
670,Bongandanga,CD,1.5,21.05,88.38,53,100,1.86,overcast clouds
671,Renqiu,CN,38.6989,116.0936,52.68,27,14,9.15,few clouds
672,Am Timan,TD,11.0297,20.2827,92.68,35,94,9.8,overcast clouds
673,Kurilsk,RU,45.2333,147.8833,23.9,93,100,17.56,light snow
674,Ninh Binh,VN,20.2539,105.975,81.97,66,8,11.03,clear sky
675,Dedougou,BF,12.4667,-3.4667,87.15,10,99,3.44,overcast clouds
676,Naze,JP,28.3667,129.4833,69.8,94,75,3.22,broken clouds
677,Karratha,AU,-20.7377,116.8463,88.92,53,16,15.17,few clouds
678,Taoudenni,ML,22.6783,-3.9836,76.15,16,0,7.92,clear sky
679,Kiruna,SE,67.8557,20.2251,14.0,62,40,2.3,scattered clouds
680,Falam,MM,22.9167,93.6833,86.83,8,1,3.24,clear sky
681,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,70.16,98,95,2.89,moderate rain
682,Dalianwan,CN,39.0286,121.695,44.6,53,40,6.71,scattered clouds
683,Emet,TR,39.343,29.2585,42.15,54,52,15.39,broken clouds
684,Balvi,LV,57.1313,27.2658,31.98,76,93,4.56,overcast clouds
685,Manta,EC,-0.95,-80.7333,77.0,88,90,2.3,light rain
686,Toccoa,US,34.5773,-83.3324,52.0,99,90,4.61,overcast clouds
687,Sobolevo,RU,54.4299,31.8996,32.81,89,97,9.55,light snow
688,Piet Retief,ZA,-27.0071,30.8132,80.73,42,0,2.71,clear sky
689,Muros,ES,42.7762,-9.0603,53.01,70,16,5.01,few clouds
690,Onguday,RU,50.75,86.15,25.52,82,100,3.09,light snow
691,Bundaberg,AU,-24.85,152.35,77.0,83,90,10.36,overcast clouds
692,Lazaro Cardenas,MX,17.9583,-102.2,68.76,86,0,4.52,clear sky
693,Tarquinia,IT,42.2482,11.7553,46.0,75,20,8.05,few clouds
694,Margate,GB,51.3813,1.3862,44.01,85,100,7.0,light rain
695,Doha,QA,25.2867,51.5333,100.99,11,0,12.66,clear sky
696,Deep River,CA,46.1001,-77.4995,33.8,86,20,4.61,few clouds
697,Balikpapan,ID,-1.2675,116.8289,82.4,89,40,3.44,scattered clouds
698,Bridlington,GB,54.0831,-0.1919,45.0,86,100,14.67,overcast clouds
699,Lincoln,US,40.8,-96.667,34.0,80,90,16.11,overcast clouds
